city,country,2017,2018,2019,2020,2021,2022,2023
Vemuluru,India,,,,,,29.8,30.7
Ulaanbaatar,Mongolia,66.5,58.5,62,46.6,33.8,30.6,30.7
Tangjiazhuang,China,,,,,39.9,30.8,30.6
Korba,India,,,,,27.7,31,30.5
Santana de Mures,Romania,,,,,28.3,29.7,30.5
Pak Nam,Thailand,,,,,,30.4,30.5
Xiaoshan,China,,,,,27,30.3,30.4
Tetovo,North Macedonia,,,,24.5,26.6,26.7,30.4
Cheonan,South Korea,27.7,25.4,29.4,23.9,28.1,30.3,30.4
Bayan Nur,China,34.2,33.5,32.2,34.2,27.1,30.4,30.3
Dazhou,China,48.6,44.7,45.3,37.6,37.4,30.2,30.2
Shiyan,China,42,40.2,36.5,30.5,28.3,30.1,30.2
Wuhai,China,43.7,40.5,31.3,33.7,30.4,30.2,30.2
Accra,Ghana,,,30.3,26.9,25.9,30.1,30.2
Traiguen,Chile,,,,,30.1,30.1,30.1
Hongqiao,China,,,,,37.8,30.2,30.1
Shaoxing,China,44.3,40.5,38.1,28.5,27.7,30,30.1
Xingbin Qu,China,48.1,39.5,35.2,30.4,34,30.1,30.1
Damoh,India,,,39.3,36.3,37.1,31.1,30.1
Raichur,India,,,,,26.6,30.8,30.1
Anshan,China,43.8,34.9,39.2,40.7,36.2,30,30
Wulingyuan,China,,,,,36.1,30.1,30
Zhangye,China,28.8,36.9,31.8,34.3,31.7,30,30
Haldia,India,,,25.9,,33.4,29.9,30
Yadgir,India,,,,,29.2,29.9,29.9
Gjorce Petro,North Macedonia,,,,,27,25.9,29.9
Thanh Hoa,Vietnam,,,,,46.9,29.9,29.9
Beijing,China,58.8,50.9,42.1,37.5,34.4,29.8,29.8
Dingxi,China,39.2,40.3,27.4,25.7,25.8,29.8,29.8
Cuddalore,India,,,,,23.7,30.3,29.8
Kulob,Tajikistan,,,,,42.5,28.9,29.8
Linxia,China,45.8,45.8,30.8,29,30.7,29.7,29.7
Suining,China,38.7,35.3,31,28.4,30,29.6,29.6
Nanchang,China,40.9,28.4,34.9,32.5,30.7,29.4,29.4
Xining,China,38,41.7,33.3,33,32.2,29.3,29.4
Gampaha,Sri Lanka,,,,27.1,21.6,30.5,29.4
Nan,Thailand,,,,32.5,39.5,30.4,29.4
Bathinda,India,,,31,41.2,44.9,29.3,29.3
Huzhou,China,41.1,35.1,32.2,26.2,25.3,29.2,29.2
Liuzhou,China,43.6,39.4,34.4,28.9,31.3,29.3,29.2
Pingliang,China,31.8,36.9,24.8,21.8,19.6,29.2,29.2
Rizhao,China,46.8,41.6,46.2,37.5,32.7,29.2,29.2
Ya'an,China,49.2,40.7,32.3,26.6,28.3,29.3,29.2
Zhicheng,China,,,,,27.7,29,29.2
Baiyin,China,37.3,37.7,31.1,28.7,31.8,29.2,29.1
Changzhou Qu,China,45.4,40.9,33.4,30.5,30.1,29.1,29.1
Hangzhou,China,43.6,38.1,37.4,29,27.4,29,29.1
Lianyungang,China,45,43.4,42.1,36.1,32.2,29.1,29.1
Linping,China,,,,,25.5,28.7,29.1
Coimbatore,India,,,,27.5,36.2,28.9,29.1
Pardis,Iran,,,16.9,21.4,23,28.7,29.1
Panjin,China,39.4,36.1,38.7,34,33.1,28.9,29
Amaravati,India,,35.6,33,28.9,29.5,29.1,29
Kohima,India,,,,,17.7,26,29
Bishkek,Kyrgyzstan,,,33.2,43.5,48.3,29,29
Mudu,China,,,,,27.1,31.5,28.9
Wenxing,China,,,,,33.7,28.9,28.9
Yingkou,China,41.6,38.4,41.2,40.2,35,28.9,28.9
Llaillay,Chile,,,,,20.9,29,28.8
Kosjeric,Serbia,,,28.8,36.7,35.5,28.6,28.8
Tha Wasukri,Thailand,,,,,,28.8,28.8
Milano,Italy,27.8,22.1,23.3,28.4,22.9,28.6,28.7
Almaty,Kazakhstan,,,,39.3,34.2,28,28.7
Ojdula,Romania,,,,,30.3,28.1,28.7
Babu,China,,,,,27.3,28.9,28.6
Jimo,China,41.7,32.8,44,38.6,34.8,28.5,28.6
Santa Cristina,Italy,,,27.1,,34.4,28.8,28.6
Iskenderun,Turkey,,,,,24.8,28.4,28.6
Wanxian,China,,,27.9,27.8,29.5,28.7,28.5
Temirtau,Kazakhstan,,,,,26.3,28.1,28.5
Fuling,China,,,28.3,28,29,28.5,28.4
Shiraz,Iran,,,25.1,26.8,27.1,27.5,28.4
Aguascalientes,Mexico,,,,,21.8,13.7,28.4
Tarsus,Turkey,,,,,24.9,28.3,28.4
Yeghegnavan,Armenia,,,31.8,26.6,36.7,28.4,28.3
El Bosque,Chile,,,,,,28.3,28.3
Wuzhen,China,,,,,26.6,28.4,28.3
Stepojevac,Serbia,,,,,30.2,28.3,28.3
Asan,South Korea,26.8,26,31,25.1,27.4,28.3,28.3
Baise,China,42.3,35.7,29.3,27.4,29.4,28.2,28.2
Benxi,China,38.3,31.6,35.1,33.8,28.8,28.1,28.2
Jiayuguan,China,23,28.1,26.5,29.5,29.3,28.3,28.2
Xishan,China,,,,,32,28.2,28.2
Changchun,China,44.5,32.2,36.7,40.4,31.2,28,28.1
Huangnan,China,32.9,29.2,22.6,23.6,25,28,28.1
Xiaolingwei,China,,,,,29.3,28.5,28.1
Haveri,India,,,,,20,29.3,28.1
Corlu,Turkey,,,,,,28.1,28
Huaihua,China,38.1,33.1,35.4,27.8,27.4,27.8,27.9
Lengshuitan,China,,,,,33.1,27.9,27.9
Qinhuangdao,China,50,43.9,43.6,37.4,36,27.8,27.9
Wuxi,China,45.1,42.8,39.9,34,32.6,27.85,27.9
Hassan,India,,,,,18.7,28.1,27.9
Drinic,Bosnia Herzegovina,,,,,23.8,26.7,27.8
Nanjing,China,40.5,43,40.5,31.1,29,27.7,27.7
New Cairo,Egypt,,,18,,29.1,27.7,27.7
Thurubanahally,India,,,,,,27.9,27.7
Orzesze,Poland,,,,44.1,38.2,32.1,27.7
Fuxin,China,39.7,36.2,36.3,35.1,32.5,27.6,27.6
Hanzhong,China,50,45.1,39.2,28.7,28.1,27.5,27.6
Vientiane,Laos,,,23.1,22.4,21.5,27.6,27.6
Kozarska Dubica,Bosnia Herzegovina,,,,,26.2,26.1,27.5
Hallimala,India,,,,,,27.3,27.5
Mashhad,Iran,,30.6,25.1,25.6,31,26.8,27.5
Zemun,Serbia,,,,,26.4,27.7,27.5
Bursa,Turkey,,28.4,26.3,25,26,27.4,27.5
Jianguang,China,,,,,27.9,27.3,27.4
Edenvale,South Africa,,,,,30.7,27.3,27.4
Lampang,Thailand,,,,,,27.2,27.4
Qinnan,China,,,,,27.1,29.7,27.3
Shangluo,China,35.5,36.3,32.3,28.2,24.9,27.1,27.3
Xinyu,China,47.6,37.7,35.1,29.9,30.8,27.2,27.3
Yiwu,China,38.3,33.7,34,27,25.9,28,27.3
Rajakhedi,India,,,,,,26,27.3
Antakya,Turkey,,,,,25.2,27.1,27.3
Incirliova,Turkey,,,,,20.8,27.1,27.2
Beibei,China,,,28.7,26.8,30.1,27,27.1
Klang,Malaysia,,,20.7,28.4,38.2,27.1,27.1
Don Han,Thailand,,,,,,28.2,27.1
Zvornik,Bosnia Herzegovina,,,,,25.7,26.8,27
Xianning,China,46.5,36.7,35.1,29.1,26.8,27,27
Karur,India,,,,,22.1,27.5,27
Kastamonu,Turkey,,,30.5,22.1,23.2,26.8,27
Qingyang,China,35,33.1,31,29.1,24.15,26.9,26.95
Talagante,Chile,,,22.7,,29.4,27,26.9
Baotou,China,43.3,36.8,36.1,41.4,35.1,27,26.9
Bazhong,China,32,30.8,30.3,26.8,27.3,26.9,26.9
Guigang,China,41.1,38.7,33.9,28.5,29.9,27,26.9
Jinsha,China,,,,,25.6,26.8,26.9
Yanan,China,39.2,35,31.3,29.5,28.7,26.8,26.9
Raigarh,India,,,,,32,26.8,26.9
Si Chiang Mai,Laos,,,,,,26.9,26.9
Khlong Takhot,Thailand,,,,,,29,26.9
Muang Wan,Thailand,,,,,,26.9,26.9
La Reina,Chile,,,,,,27.2,26.8
Providencia,Chile,,,,,,28.2,26.8
Deqing,China,,,,,25.1,26.9,26.8
Jilin,China,46.6,32.4,34.4,35.9,29.2,26.7,26.8
Lvliang,China,55.2,50.7,40.1,36,32.6,26.8,26.8
Siping,China,46.7,38.8,35.7,32.5,27.6,26.7,26.8
Wuxue,China,,,,,24.1,26.6,26.8
Rust'avi,Georgia,,,,31.3,34.8,26.5,26.8
Gaggiano,Italy,,,,32.7,27.3,26.8,26.8
Gostivar,North Macedonia,,,,,21.7,26,26.8
Kumul,China,31.9,28.5,29.8,29.3,28.2,26.7,26.7
Kuldomari,India,,,,,,26.8,26.7
Skopje,North Macedonia,,,32.4,30.6,27.7,26.6,26.7
Prokuplje,Serbia,,,,,,26.7,26.7
Mi Chai,Thailand,,,,,,26.4,26.7
Pai,Thailand,,29.4,38.9,53,47.1,27.1,26.7
Vitacura,Chile,,,,,,24.8,26.6
Vushtrri,Kosovo,,,,34.3,29.4,25.9,26.6
Shah Alam,Malaysia,,,20.4,21.1,27.4,26.7,26.6
Civril,Turkey,,,,,36.7,24.2,26.6
Enshi,China,44,36.1,31.3,27.5,25.8,26.4,26.5
Tianshui,China,36.5,37.3,27,22.7,20.8,26.4,26.5
Srinagar,India,,,,,29.6,24.6,26.5
Petaling Jaya,Malaysia,,,19.6,23.6,32.5,26.5,26.5
Ton Thong,Thailand,,,,,,26.5,26.5
Yang Sai,Thailand,,,,,,27.3,26.5
Yulin,China,36.05,35.4,32.8,30.15,30.2,26.45,26.45
Chaoyang,China,40.6,38.2,36,35.6,31.8,26.4,26.4
Fenyi,China,,,,,27.3,26.3,26.4
Guyuan,China,32.7,33.4,25.7,24.9,25.2,26.4,26.4
Haidongdiqu,China,,41.4,38,30.8,28,26.3,26.4
Panzhihua,China,32.7,33.1,29.1,28.8,30.5,26.5,26.4
Pingxiang,China,49.1,40.7,36.9,30.6,32.1,26.4,26.4
Tongliao,China,34.3,31.9,32.3,28.8,23.5,26.5,26.4
Wuzhou,China,39.2,34.5,28.7,25.2,25.5,26.5,26.4
Yancheng,China,43.8,43.2,40.5,32.5,28.9,26.4,26.4
Guadalajara,Mexico,,,18.9,24.5,25.4,26.7,26.4
San Miguel,Mexico,,,,,24,26.2,26.4
Xonacatlan,Mexico,,,,,,28.5,26.4
Cluj-Napoca,Romania,,21.4,15.7,13.1,20.1,26.4,26.4
Songling,China,,,,,29.2,27.7,26.35
Jiaxing,China,41.5,38.1,35,27.7,26.5,26.2,26.3
Karamay,China,31.3,25.2,23.4,25.2,22.9,26.1,26.3
Linan,China,41.2,35.9,36.1,29.2,26.4,26.1,26.3
Temuco,Chile,28.7,30.4,20.2,20.6,32.7,26.3,26.2
Bortala,China,32.6,27.9,22.7,22.3,22.8,26.1,26.2
Guilin,China,42.2,36.4,32.9,28.3,28.6,26.2,26.2
Hongjiang,China,,,,,29.5,26.2,26.2
Luorong,China,,,,,24.4,26.2,26.2
Pumiao,China,,,,,23.4,26.2,26.2
Selcuklu,Turkey,,,,,30,26,26.2
Guankou,China,,,,,27.7,26,26.1
Jiaonan,China,40.1,33.6,39.5,34.1,29.4,26,26.1
Bandung,Indonesia,,,,33.2,33.4,26.1,26.1
Pong Yang Khok,Thailand,,,,,,26.4,26.1
Amasya,Turkey,,34,35.9,31.7,28.2,25.8,26.1
Taizhou,China,41.8,38,35.75,30.55,27.45,26.1,26.1
Chongqing,China,43.9,37.3,37.1,31.7,31,26,26
Shangyu,China,,,,,23,25.9,26
Zhangjiajie,China,38.7,29.6,28.7,22.6,24.4,25.8,26
Bilaspur,India,,,,,,26.2,26
Shahin Shahr,Iran,,,26.1,27,25.2,25.3,25.9
Seosan,South Korea,19.8,18.7,21.5,18.9,25.4,25.8,25.9
Santiago,Chile,23.1,29.4,27.7,23.6,25.8,25.8,25.8
Nahavand,Iran,,16.1,15.4,,25.5,25.8,25.8
Sakhnin,Israel,,,,,22.2,25.8,25.8
Erzincan,Turkey,,,,26.7,31,25.9,25.8
Yinzhu,China,,,,,25.9,24.8,25.7
Yuyao,China,,,,,23.5,25.5,25.7
Davangere,India,,,,,23.4,25.2,25.7
Seremban,Malaysia,,,16,13.7,15.3,25.7,25.7
Haining,China,,,,,23.4,25.4,25.6
Hezhou,China,42.1,36.9,30.7,27.6,26.4,25.7,25.6
Aydin,Turkey,,,,,20.3,25.6,25.6
Alxa League,China,33.9,35.4,25.9,24.9,28.2,25.6,25.5
Lima,Peru,27.7,28,23.7,18,31.5,25.6,25.5
Kandy,Sri Lanka,,,20.6,21.9,17.5,25.3,25.5
Westfir,USA,,,,13.6,19.9,24.5,25.5
Rancagua,Chile,23.3,22.9,26.9,23.8,25.4,25.4,25.4
Nantong,China,38.5,40.5,37.7,33.5,30.6,25.4,25.4
Shanghai,China,38.9,36,35.4,31.5,27.7,25.4,25.4
Khorramabad,Iran,,,,23.5,17.9,24.7,25.4
Leiyang,China,,,,,29.8,25.4,25.3
Nanning,China,34.4,32.4,30.2,26,28.1,25.3,25.3
Chennai,India,39.8,43.2,34.6,26.5,25.2,25.3,25.3
Satna,India,,,15.5,17.2,20,25.3,25.3
San Andres Ocotlan,Mexico,,,,,,25.2,25.3
Ban Waen,Thailand,,,,,,25.4,25.3
Nai Wiang,Thailand,,,,,,25.6,25.3
Baijiantan,China,,,,,18.8,24.7,25.2
Fenghuang,China,,,,,29.8,25.1,25.2
Qingdao,China,38.4,34.3,39.4,31.8,29.7,25.2,25.2
Rajec-Jestrebi,Czech Republic,,,,,26.7,25.4,25.2
Kragujevac,Serbia,,,24.7,29.8,25,25.2,25.2
Dhanwahi,India,,,,,,24.8,25.1
Chongzuo,China,32.1,30.8,29.1,25.6,30.4,25,25
Libreville,Gabon,,,,,,25,25
Katowice,Poland,25.1,30.4,26,21.4,22.5,25.9,25
Hekimdag,Turkey,,,,,26.9,25,25
Qinnan Qu,China,,,29.2,24.4,28,24.9,24.9
Honnali,India,,,,,15.9,26,24.9
Kharoli,India,,,,,,25.3,24.9
Gossolengo,Italy,,,,,25.7,24,24.9
Lincang,China,24.3,27.4,31.4,25.8,29.1,24.7,24.8
Slavonski Brod,Croatia,,,,,,23.5,24.8
Modena,Italy,22.1,25.2,23.4,24.3,23.2,24.8,24.8
Garcia,Mexico,,,24.3,23.9,19.9,24.6,24.8
Strumica,North Macedonia,,,,,18.8,22.2,24.8
Ga-Rankuwa,South Africa,,,,22.5,21.9,25.2,24.8
Long Xuyen,Vietnam,,,,,26,24.8,24.8
Chenzhou,China,36.5,28.9,30.2,27.9,27.3,24.6,24.7
Jiamusi,China,36.6,28.4,27.1,27.1,27.2,24.5,24.7
Lianzhou,China,,,,,31.2,24.8,24.7
Qitaihe,China,42.4,29.4,30.5,25.6,24.8,24.6,24.7
Vereeniging,South Africa,,,30,26.5,26.6,24.7,24.7
Bang Sao Thong,Thailand,,,22.6,18.2,21.5,24.1,24.7
Coronel,Chile,22.9,19,11.8,20.7,33.3,24.7,24.6
Songyuan,China,35.6,27.9,29.7,26.1,22.5,24.5,24.6
Malkheri,India,,,,,,24.5,24.6
Suhbaatar,Mongolia,,,,,27.1,24,24.6
Yangon,Myanmar,,,31,29.4,26.4,24.3,24.6
Salaya,Thailand,,,,,,24.8,24.6
Sehitkamil,Turkey,,,,,41.5,24.4,24.6
Quilicura,Chile,,,25.3,22.3,25.5,24.5,24.5
Jinhua,China,41.5,33.3,32.4,27.9,25.6,24.5,24.5
Hanganakatti,India,,,,,,25,24.5
Emalahleni,South Africa,,,,,,24.3,24.5
Phan,Thailand,,,,41.6,28.5,24,24.5
Thu Duc,Vietnam,,,,,20.1,24.5,24.5
Lo Barnechea,Chile,,,,,,24.4,24.4
Ankang,China,38,36.3,34,25.6,23.6,24.4,24.4
Qianzhou,China,,,,,24.9,24.4,24.4
Semarang,Indonesia,,,,28.5,28.6,24.3,24.4
Yad Rambam,Israel,,,,,19.4,23.8,24.4
Lusaka,Zambia,,,,,24.6,24.6,24.4
Poyang,China,,,,,20.4,24.1,24.3
Ilion,Greece,,,,,22.2,22,24.3
Briona,Italy,,,19.6,,21.5,24.5,24.3
Icheon,South Korea,28.6,29.4,29.9,,21.5,24.3,24.3
Jiashan,China,,,,,20.9,23.5,24.2
Duri,Indonesia,,,,,24.4,24.5,24.2
Serang,Indonesia,,,,,18,24.2,24.2
Jangseong,South Korea,,,28.3,25.2,23.9,24.2,24.2
Bang Phrom,Thailand,,,,,,23.3,24.2
Nizip,Turkey,,,,,21.9,22.7,24.2
Targu-Mures,Romania,,,,15.1,22.3,22.9,24.1
Bang Kruai,Thailand,,,23,22.7,23.7,24.2,24.1
Samut Sakhon,Thailand,26.9,39.8,24.1,23,23.3,23.9,24.1
Daqing,China,32.8,26.5,27.2,26.6,24.9,23.9,24
Vasilika,Greece,,,,,23.2,23.9,24
Gadag,India,,,,,16.6,23.9,24
Semnan,Iran,,,,10.6,14.1,21.9,24
Ioannina,Greece,,,,,22.9,22.9,23.9
Bagalkot,India,,,,29.6,20.5,23.9,23.9
Padova,Italy,,,,28.5,21.8,23.5,23.9
Bang Khu Wat,Thailand,,,,,,24,23.9
Shuangyashan,China,38.9,26.6,28.5,25.8,25.3,23.6,23.8
Grabovac,Serbia,,,,,23,23.8,23.8
Elbistan,Turkey,,,,,29.3,23.6,23.8
Huanggang,China,48.9,40.8,41,35.8,24.05,23.75,23.8
Hohhot,China,41.2,35.3,36.4,39.4,30.8,23.7,23.7
Jieyang,China,33.4,34.1,30.6,27.8,27.6,23.7,23.7
Bangkinang,Indonesia,,,,,24.3,24.1,23.7
Pavia,Italy,,,,,22.3,23.7,23.7
Lam Luk Ka,Thailand,,,23.2,25,24.6,23.7,23.7
Nai Mueang,Thailand,,,,,,24.3,23.7
Changleng,China,,,,,25.3,23.5,23.6
Dalian,China,32.9,29.3,34.3,30.2,27.7,23.6,23.6
Dehong,China,29.7,33.7,23.2,19.1,25.7,23.5,23.6
Ubon Ratchathani,Thailand,,,,,,23.5,23.6
Corum,Turkey,,24.8,23.8,36,26.7,23.5,23.6
Izmir,Turkey,,,,,17.4,23.5,23.6
Quzhou,China,41.5,32.4,31.8,25,22.2,23.5,23.5
Shangrao,China,43.5,33.9,31.4,27.6,26.4,23.5,23.5
Pervomayka,Kazakhstan,,,,,45,22.7,23.5
San Martin de Porres,Peru,,,,,17.6,23.5,23.5
Hang Dong,Thailand,,,38,36.8,29.8,23.4,23.5
Khon Kaen,Thailand,,,36.4,26.1,22.6,25.1,23.5
Om Noi,Thailand,,,,,,23.6,23.5
Erzurum,Turkey,,,,34.2,34.5,23.3,23.5
Guangyuan,China,21.7,26.1,27.3,24.8,23.4,23.4,23.4
Hinggan,China,18,19.6,24.1,23.3,21.4,23.4,23.4
Yingtan,China,39.6,34,35.9,31.5,24.8,23.5,23.4
Ramla,Israel,,,,,20.8,22.4,23.4
Antananarivo,Madagascar,,,,20.7,21.5,23.7,23.4
Popricani,Romania,,,,,31,23.2,23.4
Yeongi,South Korea,,,25.8,18.4,20.1,23.3,23.4
Mae Hong Son,Thailand,,,,29.7,28.5,18.8,23.4
San Klang,Thailand,,,,,,24.7,23.4
Kutahya,Turkey,,,23.5,23.6,19.8,24,23.4
Bijie,China,32.7,32,26.4,24,24.1,23.3,23.3
Dandong,China,34.6,29.1,32,28.7,27.9,23.2,23.3
Xiangxi,China,35.4,32.6,28.8,23.4,22.6,23.2,23.3
Yantai,China,34.3,29.3,37.5,31.8,28,23.3,23.3
Batam,Indonesia,,,,,24.6,23.2,23.3
Malayer,Iran,,,,,19.6,22.9,23.3
Zvezdara,Serbia,,,,,22.2,23.5,23.3
eMkhomazi,South Africa,,,,,20.4,22.6,23.3
Bang Bua Thong,Thailand,,,,26.2,24.5,23.2,23.3
Baishan,China,44.1,31.5,29.8,27.7,25.8,23.1,23.2
Chengde,China,55,39.6,30,28.6,29.4,23.2,23.2
Mudanjiang,China,34.7,28.6,31.7,29.6,28.4,22.9,23.2
Plagiari,Greece,,,,,22.1,22.9,23.2
Chas,India,,,,,31.8,23.2,23.2
Puducherry,India,,,,,18.5,23.7,23.2
Pyeongtaek,South Korea,33.1,29.5,29.4,21.7,22.8,23.2,23.2
Nong Jom,Thailand,,,,,,23.7,23.2
Pa Mai Ngam,Thailand,,,,,,21.5,23.2
Samut Songkhram,Thailand,,,26.3,25.8,24.4,23.2,23.2
Yehud,Israel,,,,16.3,23,22.7,23.1
Alvaro Obregon,Mexico,,,23.9,18.2,19.7,23.1,23.1
Si Maha Phot,Thailand,30.1,30.9,24.8,23.5,25,23.5,23.1
Bartin,Turkey,,,,,,23,23.1
Beihai,China,28.5,27.6,26.9,23.1,24.5,23.1,23
Yichun,China,36.15,29.2,27.15,24.4,24.3,22.9,23
Irakleio,Greece,,,,,20.8,23.6,23
Pabianice,Poland,,,,21.5,29.2,24.3,23
Smederevo,Serbia,,,24.5,28.3,28.2,23,23
Lat Sawai,Thailand,,,,,,23.2,23
Burdur,Turkey,,,24.8,25.4,22.2,22.8,22.9
Goražde,Bosnia Herzegovina,,,25,,39.3,22.3,22.8
Dasha,China,,,,,21.7,22.8,22.8
Honghe,China,33.2,25,26.2,25.7,27,23.1,22.8
Lubu,China,,,,,21.1,22.8,22.8
Netanya,Israel,,,,,21.7,22.9,22.8
Standerton,South Africa,,,27.2,18,21.2,22.9,22.8
Sukhothai,Thailand,,,,25,23.7,23.1,22.8
Nacimiento,Chile,,,,27.3,26.2,22.4,22.7
Kardia,Greece,,,22,22.3,22.1,22.6,22.7
Gummidipundi,India,,,,,29.2,22.9,22.7
Abidjan,Ivory Coast,,,,21.9,26.5,22.5,22.7
Kuala Langat,Malaysia,,,,22.7,25.8,22.8,22.7
Luang Nuea,Thailand,,,,,,22.6,22.7
Hechi,China,33,28.9,26.3,24.2,25,22.6,22.6
Jixi,China,36.2,29.2,27.1,23.4,26.3,22.5,22.6
Nilai,Malaysia,,,19.9,22.8,24.8,22.6,22.6
Chisinau,Moldova,,,,,34.7,22.6,22.6
Osan,South Korea,28.8,27.8,28.2,22.8,23,22.6,22.6
Sam Ruean,Thailand,,,,,,22.9,22.6
Shivamogga,India,,,,,,22.3,22.5
Kermanshah,Iran,,,,,15.2,22,22.5
Obrenovac,Serbia,,,9.7,8.4,22.3,22.5,22.5
Wenshan,China,22.7,25.6,26.2,23.8,24,22.4,22.4
Zagreb,Croatia,,,,,25.6,22.4,22.4
Novi Beograd,Serbia,,,,,19,22.4,22.4
Boryeong,South Korea,,,25,,22.6,22.3,22.4
Pa Sak,Thailand,,,,,,22.7,22.4
Fenghua,China,,,,,22.2,22.2,22.3
Liupanshui,China,38.9,32.3,23.4,21.1,24.1,22.3,22.3
Ningbo,China,36.1,31.4,28.4,22.7,21,22.2,22.3
Noale,Italy,,,,,22.2,20.6,22.3
Fordon,Poland,,,,,22.4,22.3,22.3
Raciborz,Poland,,,24.5,24.9,27.4,22.1,22.3
Novi Sad,Serbia,,,26.9,22.2,24,22.4,22.3
Anseong,South Korea,29.8,30.4,31.6,,20.2,22.3,22.3
Wiang Phang Kham,Thailand,,,,,,23.1,22.3
Piatto,Italy,,,,,20.5,22.3,22.2
Khuang Pao,Thailand,,,,,,22.4,22.2
Mueang Mo,Thailand,,,,,,23.1,22.2
Ashgabat,Turkmenistan,,,,17,20.4,21.6,22.2
Hadera,Israel,,,20,17.4,18.2,21.8,22.1
Kulhudhuffushi,Maldives,,,,,,22.2,22.1
Mexico City,Mexico,20.4,19.7,20.5,18.8,21.7,22.1,22.1
Domaszowice,Poland,,,21.1,21.1,25.6,25.8,22.1
Goczalkowice Zdroj,Poland,,,29.6,31.6,31.9,22.2,22.1
Quneitra,Syria,,,,,29.4,22,22.1
Jian,China,52,39.1,34.4,28.3,25.5,22,22
Shaoguan,China,37.2,34.5,28.3,24,24.8,22.1,22
Tonghua,China,35.2,28.4,29.4,27.3,24,21.9,22
Tongren,China,23,22.3,31,25.5,23.4,22,22
Or Yehuda,Israel,,,,19.5,21.3,21.7,22
Kalisz,Poland,26.1,23.3,19.4,18.8,23.9,21.8,22
Zabierzow,Poland,,,,,21.2,21.5,22
Belgrade,Serbia,24.5,23.9,23.3,24.3,23.4,22.1,22
Bo Suphan,Thailand,,,,,,23.4,22
Chiang Rai,Thailand,,,37,36.3,27.1,21.8,22
Nam Phrae,Thailand,,,,,,23,22
Uttaradit,Thailand,,,20.2,27.3,23.9,22.3,22
Mangaluru,India,,,,,,22.3,21.9
Banting,Malaysia,,,19.1,20.2,26,21.9,21.9
Kulattur,India,,,,,16.2,22.2,21.8
Deir Hanna,Israel,,,,,,21.4,21.8
Modelu,Romania,,,,20.1,21,20.5,21.8
Johannesburg,South Africa,,,25.3,22.3,27.3,21.7,21.8
Ayutthaya,Thailand,,,,,,20.6,21.8
Pang Mu,Thailand,,,,,,22.7,21.8
Thanyaburi,Thailand,,,24.9,21.4,26.4,21.7,21.8
Seyhan,Turkey,,,,,21.8,16.6,21.8
Wendeng,China,26.4,23.5,23.8,21.5,22,21.6,21.7
Nazareth,Israel,,,,,19.3,20.5,21.7
Udon Thani,Thailand,,,,,,21.6,21.7
Las Condes,Chile,,,19.9,15.4,18,21.6,21.6
Zunyi,China,32.8,26.8,20.4,17.8,22.5,21.6,21.6
Arad,Israel,17.4,19.9,19.1,16.5,18.1,21,21.6
General Escobedo,Mexico,,,20.9,18.9,23.1,21.6,21.6
Paracin,Serbia,,,,,,21.8,21.6
Wat Chan,Thailand,,,,,,22,21.6
Aksaray,Turkey,,,22.6,21.5,19.5,21.5,21.6
Soma,Turkey,,,,,26.3,17.8,21.6
Trabzon,Turkey,,,22.3,23.7,24.1,20.8,21.6
Jinxiangzhen,China,,,,,19.9,21.9,21.5
Maba,China,,,,,21.3,21.5,21.5
Holon,Israel,19.7,21.4,22.1,15.9,23.7,21.4,21.5
Nur-Sultan,Kazakhstan,,,23.6,21.9,22,21.4,21.5
Santa Catarina,Mexico,,,22.6,20.7,21.9,21.5,21.5
Bueng Yitho,Thailand,,,,,,21.7,21.5
Foshan,China,38.1,33.1,29.4,22.2,23.6,21.5,21.4
Guixi,China,,,,,18.4,21.3,21.4
Loushanguan,China,,,,,19.2,21.4,21.4
Yangjiang,China,32.9,30.6,28.6,21.3,21.6,21.5,21.4
Acharnes,Greece,,,,,19.5,21.6,21.4
Peraia,Greece,,,,,20.6,21.3,21.4
Xanthi,Greece,,,,21.6,22.5,21.2,21.4
Thiruvananthapuram,India,,28,27.9,25.6,21.4,22,21.4
Petah Tikva,Israel,,,,,20.5,21.3,21.4
Bielsko-Biala,Poland,,,27,24.7,26.4,21.4,21.4
Ghran,Saudi Arabia,,,19.9,,22.4,21.1,21.4
Pretoria,South Africa,,,25.5,24.4,21.6,21.7,21.4
Bung Khilek,Thailand,,,,,,22.2,21.4
Anshun,China,23.6,26,22.5,21.6,23.6,21.3,21.3
Guangzhou,China,33.9,33.2,28.9,22.6,24.4,21.3,21.3
Luqiao,China,,,,,21.7,22,21.3
Ninghai,China,,,,,20.4,21.3,21.3
Zhaoqing,China,38.9,36.5,31.4,23.2,22.3,21.4,21.3
Or Akiva,Israel,,,,,20.4,20.9,21.3
Pardes Hanna-Karkur,Israel,21.9,26.8,20.6,21.5,17.6,20.7,21.3
Puerto Maldonado,Peru,,,,,13,20.5,21.3
Jelsava,Slovakia,26.7,24.3,21.4,19,23.7,21.3,21.3
Na Di,Thailand,,,,,,20.2,21.3
Puerto Varas,Chile,,,,,18.2,20.3,21.2
Baicheng,China,31.6,28.3,26.5,24.2,24,21.1,21.2
Humen,China,,,,,20.1,21.3,21.2
Ordos,China,25.3,25.7,23.4,24.5,27.1,21.3,21.2
Qujing,China,28.2,28,21,20.2,22.2,21.2,21.2
Weihai,China,28.6,26.6,31.4,26,25.3,21.1,21.2
